STATUS,REASON,ORIGIN,SUBJECT,PRIORITY,DESCRIPTION,ISCLOSED,CLOSEDDATE,ISESCALATED,CREATEDDATE,NICE_INCONTACT_CLOSED_DATE_TIME__C,NIC_CREATED_DATE__C,Business_Hours
Closed,,Phone,General Inquiry,Low,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,TRUE,2019-03-07T13:34:27.000Z,,2019-03-07T13:30:27.000Z,2019-03-07 13:34:27 UTC,2019-03-07T13:30:27Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,High,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,TRUE,2018-11-02T16:35:18.000Z,,2018-11-02T16:31:18.000Z,2018-11-02 16:35:18 UTC,2018-11-02T16:31:18Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Medium,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,TRUE,2019-07-23T17:02:32.000Z,,2019-07-23T16:58:32.000Z,2019-07-23 17:02:32 UTC,2019-07-23T16:58:32Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,High,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,TRUE,2019-04-27T07:58:38.000Z,,2019-04-27T07:54:38.000Z,2019-04-27 07:58:38 UTC,2019-04-27T07:54:38Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Medium,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,TRUE,2019-01-06T01:52:00.000Z,,2019-01-06T01:48:00.000Z,2019-01-06 01:52:00 UTC,2019-01-06T01:48:00Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Medium,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,TRUE,2018-11-07T02:30:18.000Z,,2018-11-07T02:26:18.000Z,2018-11-07 02:30:18 UTC,2018-11-07T02:26:18Z,01m4P000000m2dc
Closed,,Web,Product Problem,Medium,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,TRUE,2019-09-03T00:31:34.000Z,,2019-09-03T00:27:34.000Z,2019-09-03 00:31:34 UTC,2019-09-03T00:27:34Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Low,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,TRUE,2019-02-16T13:09:01.000Z,,2019-02-16T13:05:01.000Z,2019-02-16 13:09:01 UTC,2019-02-16T13:05:01Z,01m4P000000m2dc
Closed,,Phone,Known Issue,High,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,TRUE,2019-05-26T02:25:10.000Z,,2019-05-26T02:21:10.000Z,2019-05-26 02:25:10 UTC,2019-05-26T02:21:10Z,01m4P000000m2dc
Closed,,Email,Product Problem,High,semper porta volutpat quam pede lobortis ligula sit amet eleifend,TRUE,2019-06-03T22:59:15.000Z,,2019-06-03T22:55:15.000Z,2019-06-03 22:59:15 UTC,2019-06-03T22:55:15Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,Medium,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,TRUE,2018-11-03T05:23:44.000Z,,2018-11-03T05:19:44.000Z,2018-11-03 05:23:44 UTC,2018-11-03T05:19:44Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Low,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,TRUE,2018-10-17T22:02:22.000Z,,2018-10-17T21:58:22.000Z,2018-10-17 22:02:22 UTC,2018-10-17T21:58:22Z,01m4P000000m2dc
Closed,,Web,Product Problem,High,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,TRUE,2019-10-14T01:13:00.000Z,,2019-10-14T01:09:00.000Z,2019-10-14 01:13:00 UTC,2019-10-14T01:09:00Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Low,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,TRUE,2019-01-04T15:14:45.000Z,,2019-01-04T15:10:45.000Z,2019-01-04 15:14:45 UTC,2019-01-04T15:10:45Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,TRUE,2019-09-14T05:50:09.000Z,,2019-09-14T05:46:09.000Z,2019-09-14 05:50:09 UTC,2019-09-14T05:46:09Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Medium,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,TRUE,2019-09-27T09:12:17.000Z,,2019-09-27T09:08:17.000Z,2019-09-27 09:12:17 UTC,2019-09-27T09:08:17Z,01m4P000000m2dc
Closed,,Web,Product Problem,Low,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,TRUE,2019-05-04T06:14:57.000Z,,2019-05-04T06:10:57.000Z,2019-05-04 06:14:57 UTC,2019-05-04T06:10:57Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,TRUE,2018-12-07T08:54:30.000Z,,2018-12-07T08:50:30.000Z,2018-12-07 08:54:30 UTC,2018-12-07T08:50:30Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,TRUE,2019-08-30T13:12:51.000Z,,2019-08-30T13:08:51.000Z,2019-08-30 13:12:51 UTC,2019-08-30T13:08:51Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Medium,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,TRUE,2019-09-06T10:53:59.000Z,,2019-09-06T10:49:59.000Z,2019-09-06 10:53:59 UTC,2019-09-06T10:49:59Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Medium,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,TRUE,2019-09-07T13:16:12.000Z,,2019-09-07T13:12:12.000Z,2019-09-07 13:16:12 UTC,2019-09-07T13:12:12Z,01m4P000000m2dc
Closed,,Web,Known Issue,Low,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,TRUE,2019-01-02T23:04:34.000Z,,2019-01-02T23:00:34.000Z,2019-01-02 23:04:34 UTC,2019-01-02T23:00:34Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,TRUE,2019-05-14T03:00:08.000Z,,2019-05-14T02:56:08.000Z,2019-05-14 03:00:08 UTC,2019-05-14T02:56:08Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,TRUE,2019-04-18T02:26:19.000Z,,2019-04-18T02:22:19.000Z,2019-04-18 02:26:19 UTC,2019-04-18T02:22:19Z,01m4P000000m2dc
Closed,,Phone,Known Issue,Low,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,TRUE,2019-05-11T17:29:03.000Z,,2019-05-11T17:25:03.000Z,2019-05-11 17:29:03 UTC,2019-05-11T17:25:03Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,High,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,TRUE,2019-07-31T12:08:21.000Z,,2019-07-31T12:04:21.000Z,2019-07-31 12:08:21 UTC,2019-07-31T12:04:21Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,TRUE,2019-10-04T22:33:13.000Z,,2019-10-04T22:29:13.000Z,2019-10-04 22:33:13 UTC,2019-10-04T22:29:13Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Low,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,TRUE,2019-03-06T20:37:08.000Z,,2019-03-06T20:33:08.000Z,2019-03-06 20:37:08 UTC,2019-03-06T20:33:08Z,01m4P000000m2dc
Closed,,Phone,Known Issue,Medium,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,TRUE,2019-01-17T14:10:55.000Z,,2019-01-17T14:06:55.000Z,2019-01-17 14:10:55 UTC,2019-01-17T14:06:55Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Low,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,TRUE,2019-04-15T05:26:56.000Z,,2019-04-15T05:22:56.000Z,2019-04-15 05:26:56 UTC,2019-04-15T05:22:56Z,01m4P000000m2dc
Closed,,Web,Product Problem,High,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,TRUE,2019-08-12T05:07:45.000Z,,2019-08-12T05:03:45.000Z,2019-08-12 05:07:45 UTC,2019-08-12T05:03:45Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,TRUE,2019-08-12T11:44:20.000Z,,2019-08-12T11:40:20.000Z,2019-08-12 11:44:20 UTC,2019-08-12T11:40:20Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,TRUE,2018-11-27T11:59:20.000Z,,2018-11-27T11:55:20.000Z,2018-11-27 11:59:20 UTC,2018-11-27T11:55:20Z,01m4P000000m2dc
Closed,,Web,Product Problem,Medium,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,TRUE,2019-03-26T14:39:04.000Z,,2019-03-26T14:35:04.000Z,2019-03-26 14:39:04 UTC,2019-03-26T14:35:04Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,High,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,TRUE,2019-10-01T15:42:10.000Z,,2019-10-01T15:38:10.000Z,2019-10-01 15:42:10 UTC,2019-10-01T15:38:10Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Low,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,TRUE,2019-01-25T00:17:10.000Z,,2019-01-25T00:13:10.000Z,2019-01-25 00:17:10 UTC,2019-01-25T00:13:10Z,01m4P000000m2dc
Closed,,Email,Product Support,Medium,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,TRUE,2019-09-26T02:03:06.000Z,,2019-09-26T01:59:06.000Z,2019-09-26 02:03:06 UTC,2019-09-26T01:59:06Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,TRUE,2018-12-30T04:37:17.000Z,,2018-12-30T04:33:17.000Z,2018-12-30 04:37:17 UTC,2018-12-30T04:33:17Z,01m4P000000m2dc
Closed,,Email,Known Issue,Medium,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,TRUE,2018-12-17T07:16:58.000Z,,2018-12-17T07:12:58.000Z,2018-12-17 07:16:58 UTC,2018-12-17T07:12:58Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,Low,augue vestibulum ante ipsum primis in faucibus orci luctus et,TRUE,2019-01-28T10:08:52.000Z,,2019-01-28T10:04:52.000Z,2019-01-28 10:08:52 UTC,2019-01-28T10:04:52Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,TRUE,2019-10-10T21:33:38.000Z,,2019-10-10T21:29:38.000Z,2019-10-10 21:33:38 UTC,2019-10-10T21:29:38Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,TRUE,2019-05-07T13:55:53.000Z,,2019-05-07T13:51:53.000Z,2019-05-07 13:55:53 UTC,2019-05-07T13:51:53Z,01m4P000000m2dc
Closed,,Email,Product Problem,Medium,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,TRUE,2019-07-12T12:39:41.000Z,,2019-07-12T12:35:41.000Z,2019-07-12 12:39:41 UTC,2019-07-12T12:35:41Z,01m4P000000m2dc
Closed,,Web,General Inquiry,High,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,TRUE,2019-09-02T20:28:46.000Z,,2019-09-02T20:24:46.000Z,2019-09-02 20:28:46 UTC,2019-09-02T20:24:46Z,01m4P000000m2dc
Closed,,Email,Known Issue,High,lectus in est risus auctor sed tristique in tempus sit amet sem,TRUE,2019-02-21T01:00:34.000Z,,2019-02-21T00:56:34.000Z,2019-02-21 01:00:34 UTC,2019-02-21T00:56:34Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Medium,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,TRUE,2019-10-15T00:08:43.000Z,,2019-10-15T00:04:43.000Z,2019-10-15 00:08:43 UTC,2019-10-15T00:04:43Z,01m4P000000m2dc
Closed,,Web,General Inquiry,High,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,TRUE,2019-04-26T01:32:27.000Z,,2019-04-26T01:28:27.000Z,2019-04-26 01:32:27 UTC,2019-04-26T01:28:27Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,Low,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,TRUE,2019-09-14T13:50:32.000Z,,2019-09-14T13:46:32.000Z,2019-09-14 13:50:32 UTC,2019-09-14T13:46:32Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Low,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,TRUE,2019-05-10T12:43:51.000Z,,2019-05-10T12:39:51.000Z,2019-05-10 12:43:51 UTC,2019-05-10T12:39:51Z,01m4P000000m2dc
Closed,,Email,Product Support,High,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,TRUE,2019-05-30T13:03:11.000Z,,2019-05-30T12:59:11.000Z,2019-05-30 13:03:11 UTC,2019-05-30T12:59:11Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Medium,felis sed interdum venenatis turpis enim blandit mi in porttitor pede,TRUE,2019-06-27T14:18:24.000Z,,2019-06-27T14:14:24.000Z,2019-06-27 14:18:24 UTC,2019-06-27T14:14:24Z,01m4P000000m2dc
Closed,,Email,Product Support,High,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,TRUE,2018-11-09T16:26:28.000Z,,2018-11-09T16:22:28.000Z,2018-11-09 16:26:28 UTC,2018-11-09T16:22:28Z,01m4P000000m2dc
Closed,,Web,Known Issue,Low,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,TRUE,2019-06-04T21:41:39.000Z,,2019-06-04T21:37:39.000Z,2019-06-04 21:41:39 UTC,2019-06-04T21:37:39Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,TRUE,2019-02-18T10:04:43.000Z,,2019-02-18T10:00:43.000Z,2019-02-18 10:04:43 UTC,2019-02-18T10:00:43Z,01m4P000000m2dc
Closed,,Phone,Product Support,Low,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,TRUE,2019-10-12T07:58:10.000Z,,2019-10-12T07:54:10.000Z,2019-10-12 07:58:10 UTC,2019-10-12T07:54:10Z,01m4P000000m2dc
Closed,,Phone,Known Issue,High,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,TRUE,2019-09-13T18:08:44.000Z,,2019-09-13T18:04:44.000Z,2019-09-13 18:08:44 UTC,2019-09-13T18:04:44Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Medium,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,TRUE,2018-12-23T06:46:31.000Z,,2018-12-23T06:42:31.000Z,2018-12-23 06:46:31 UTC,2018-12-23T06:42:31Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,High,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,TRUE,2018-11-04T04:06:47.000Z,,2018-11-04T04:02:47.000Z,2018-11-04 04:06:47 UTC,2018-11-04T04:02:47Z,01m4P000000m2dc
Closed,,Web,Product Support,Low,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,TRUE,2019-03-04T16:06:07.000Z,,2019-03-04T16:02:07.000Z,2019-03-04 16:06:07 UTC,2019-03-04T16:02:07Z,01m4P000000m2dc
Closed,,Email,Product Problem,High,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,TRUE,2018-11-20T05:05:42.000Z,,2018-11-20T05:01:42.000Z,2018-11-20 05:05:42 UTC,2018-11-20T05:01:42Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Low,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,TRUE,2019-05-25T16:06:27.000Z,,2019-05-25T16:02:27.000Z,2019-05-25 16:06:27 UTC,2019-05-25T16:02:27Z,01m4P000000m2dc
Closed,,Phone,Product Support,High,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,TRUE,2019-09-11T00:32:04.000Z,,2019-09-11T00:28:04.000Z,2019-09-11 00:32:04 UTC,2019-09-11T00:28:04Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Low,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,TRUE,2019-05-30T16:37:34.000Z,,2019-05-30T16:33:34.000Z,2019-05-30 16:37:34 UTC,2019-05-30T16:33:34Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Low,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,TRUE,2019-02-18T18:49:11.000Z,,2019-02-18T18:45:11.000Z,2019-02-18 18:49:11 UTC,2019-02-18T18:45:11Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,Low,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,TRUE,2019-01-10T08:08:35.000Z,,2019-01-10T08:04:35.000Z,2019-01-10 08:08:35 UTC,2019-01-10T08:04:35Z,01m4P000000m2dc
Closed,,Web,Product Support,High,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,TRUE,2019-07-02T21:29:58.000Z,,2019-07-02T21:25:58.000Z,2019-07-02 21:29:58 UTC,2019-07-02T21:25:58Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Low,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,TRUE,2019-04-12T04:27:01.000Z,,2019-04-12T04:23:01.000Z,2019-04-12 04:27:01 UTC,2019-04-12T04:23:01Z,01m4P000000m2dc
Closed,,Web,General Inquiry,High,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,TRUE,2019-08-13T23:30:18.000Z,,2019-08-13T23:26:18.000Z,2019-08-13 23:30:18 UTC,2019-08-13T23:26:18Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,TRUE,2018-10-29T17:55:38.000Z,,2018-10-29T17:51:38.000Z,2018-10-29 17:55:38 UTC,2018-10-29T17:51:38Z,01m4P000000m2dc
Closed,,Phone,Product Support,High,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,TRUE,2019-08-27T01:59:18.000Z,,2019-08-27T01:55:18.000Z,2019-08-27 01:59:18 UTC,2019-08-27T01:55:18Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,TRUE,2019-04-14T12:06:55.000Z,,2019-04-14T12:02:55.000Z,2019-04-14 12:06:55 UTC,2019-04-14T12:02:55Z,01m4P000000m2dc
Closed,,Phone,Known Issue,High,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,TRUE,2018-12-02T08:53:20.000Z,,2018-12-02T08:49:20.000Z,2018-12-02 08:53:20 UTC,2018-12-02T08:49:20Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Low,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,TRUE,2019-04-11T01:47:48.000Z,,2019-04-11T01:43:48.000Z,2019-04-11 01:47:48 UTC,2019-04-11T01:43:48Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,High,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,TRUE,2019-08-16T11:42:15.000Z,,2019-08-16T11:38:15.000Z,2019-08-16 11:42:15 UTC,2019-08-16T11:38:15Z,01m4P000000m2dc
Closed,,Phone,Known Issue,High,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,TRUE,2018-11-11T03:19:49.000Z,,2018-11-11T03:15:49.000Z,2018-11-11 03:19:49 UTC,2018-11-11T03:15:49Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Medium,phasellus sit amet erat nulla tempus vivamus in felis eu,TRUE,2019-09-03T23:02:25.000Z,,2019-09-03T22:58:25.000Z,2019-09-03 23:02:25 UTC,2019-09-03T22:58:25Z,01m4P000000m2dc
Closed,,Email,Product Support,High,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,TRUE,2019-08-03T19:42:32.000Z,,2019-08-03T19:38:32.000Z,2019-08-03 19:42:32 UTC,2019-08-03T19:38:32Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Low,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,TRUE,2019-07-17T21:41:15.000Z,,2019-07-17T21:37:15.000Z,2019-07-17 21:41:15 UTC,2019-07-17T21:37:15Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,TRUE,2019-07-21T05:55:00.000Z,,2019-07-21T05:51:00.000Z,2019-07-21 05:55:00 UTC,2019-07-21T05:51:00Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,TRUE,2019-04-04T16:48:35.000Z,,2019-04-04T16:44:35.000Z,2019-04-04 16:48:35 UTC,2019-04-04T16:44:35Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,TRUE,2019-06-08T05:24:06.000Z,,2019-06-08T05:20:06.000Z,2019-06-08 05:24:06 UTC,2019-06-08T05:20:06Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,High,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,TRUE,2019-01-12T16:40:59.000Z,,2019-01-12T16:36:59.000Z,2019-01-12 16:40:59 UTC,2019-01-12T16:36:59Z,01m4P000000m2dc
Closed,,Email,Known Issue,Low,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,TRUE,2019-09-22T10:11:26.000Z,,2019-09-22T10:07:26.000Z,2019-09-22 10:11:26 UTC,2019-09-22T10:07:26Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,TRUE,2019-03-04T05:27:46.000Z,,2019-03-04T05:23:46.000Z,2019-03-04 05:27:46 UTC,2019-03-04T05:23:46Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Medium,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,TRUE,2018-12-13T08:37:06.000Z,,2018-12-13T08:33:06.000Z,2018-12-13 08:37:06 UTC,2018-12-13T08:33:06Z,01m4P000000m2dc
Closed,,Web,General Inquiry,High,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,TRUE,2019-08-02T14:08:09.000Z,,2019-08-02T14:04:09.000Z,2019-08-02 14:08:09 UTC,2019-08-02T14:04:09Z,01m4P000000m2dc
Closed,,Phone,Product Support,Low,lobortis ligula sit amet eleifend pede libero quis orci nullam,TRUE,2019-04-16T04:04:14.000Z,,2019-04-16T04:00:14.000Z,2019-04-16 04:04:14 UTC,2019-04-16T04:00:14Z,01m4P000000m2dc
Closed,,Web,Product Problem,High,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,TRUE,2019-09-15T14:58:53.000Z,,2019-09-15T14:54:53.000Z,2019-09-15 14:58:53 UTC,2019-09-15T14:54:53Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Medium,semper est quam pharetra magna ac consequat metus sapien ut nunc,TRUE,2019-06-30T10:47:24.000Z,,2019-06-30T10:43:24.000Z,2019-06-30 10:47:24 UTC,2019-06-30T10:43:24Z,01m4P000000m2dc
Closed,,Phone,Known Issue,Medium,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,TRUE,2019-09-12T22:57:46.000Z,,2019-09-12T22:53:46.000Z,2019-09-12 22:57:46 UTC,2019-09-12T22:53:46Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,Low,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,TRUE,2019-09-12T20:59:36.000Z,,2019-09-12T20:55:36.000Z,2019-09-12 20:59:36 UTC,2019-09-12T20:55:36Z,01m4P000000m2dc
Closed,,Phone,Known Issue,High,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,TRUE,2019-06-22T04:38:14.000Z,,2019-06-22T04:34:14.000Z,2019-06-22 04:38:14 UTC,2019-06-22T04:34:14Z,01m4P000000m2dc
Closed,,Web,Product Support,High,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,TRUE,2019-05-18T05:37:34.000Z,,2019-05-18T05:33:34.000Z,2019-05-18 05:37:34 UTC,2019-05-18T05:33:34Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,primis in faucibus orci luctus et ultrices posuere cubilia curae,TRUE,2019-04-04T16:00:25.000Z,,2019-04-04T15:56:25.000Z,2019-04-04 16:00:25 UTC,2019-04-04T15:56:25Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,TRUE,2018-11-30T02:19:38.000Z,,2018-11-30T02:15:38.000Z,2018-11-30 02:19:38 UTC,2018-11-30T02:15:38Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,High,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,TRUE,2019-10-06T12:28:50.000Z,,2019-10-06T12:24:50.000Z,2019-10-06 12:28:50 UTC,2019-10-06T12:24:50Z,01m4P000000m2dc
