Created Date,Contact_ID__c,Description,IsClosed,IsWon,Name,StageName,Type,Voice_Quality__c,CloseDate
2019-04-20T13:42:37.000Z,81655822856,,FALSE,FALSE,Dickenson Mobile Generators,Qualification,New Customer,Bad,2019-04-20T13:57:37.000Z
2018-12-11T11:59:57.000Z,81657534799,,FALSE,FALSE,United Oil Office Portable Generators,Negotiation/Review,Existing Customer - Upgrade,Bad,2018-12-11T12:14:57.000Z
2019-02-21T01:17:50.000Z,81659847721,,TRUE,TRUE,Express Logistics Standby Generator,Closed Won,New Customer,Bad,2019-02-21T01:32:50.000Z
2019-09-16T20:54:58.000Z,81664738519,,TRUE,TRUE,GenePoint Standby Generator,Closed Won,New Customer,Bad,2019-09-16T21:09:58.000Z
2019-01-12T06:46:25.000Z,81666944947,,FALSE,FALSE,Grand Hotels Kitchen Generator,Id. Decision Makers,Existing Customer - Upgrade,Bad,2019-01-12T07:01:25.000Z
2019-06-22T07:44:23.000Z,81676095772,,FALSE,FALSE,United Oil Refinery Generators,Proposal/Price Quote,Existing Customer - Upgrade,Bad,2019-06-22T07:59:23.000Z
2019-05-16T02:50:31.000Z,81682730389,,TRUE,TRUE,United Oil SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-05-16T03:05:31.000Z
2019-04-01T16:56:58.000Z,81684129747,,FALSE,FALSE,Grand Hotels Guest Portable Generators,Value Proposition,Existing Customer - Upgrade,Bad,2019-04-01T17:11:58.000Z
2018-10-31T21:08:10.000Z,81706138030,,TRUE,TRUE,Edge Emergency Generator,Closed Won,New Customer,Bad,2018-10-31T21:23:10.000Z
2019-06-15T05:52:53.000Z,81713517668,,TRUE,TRUE,University of AZ Portable Generators,Closed Won,New Customer,Bad,2019-06-15T06:07:53.000Z
2019-02-08T21:07:40.000Z,81719113958,,FALSE,FALSE,Pyramid Emergency Generators,Prospecting,,Good,2019-02-08T21:22:40.000Z
2019-08-12T13:15:21.000Z,81719861830,,FALSE,FALSE,Express Logistics Portable Truck Generators,Value Proposition,Existing Customer - Upgrade,Good,2019-08-12T13:30:21.000Z
2019-04-21T02:43:12.000Z,81723352356,,FALSE,FALSE,GenePoint Lab Generators,Id. Decision Makers,,Good,2019-04-21T02:58:12.000Z
2018-12-05T09:53:52.000Z,81733585576,,TRUE,TRUE,GenePoint SLA,Closed Won,Existing Customer - Upgrade,Good,2018-12-05T10:08:52.000Z
2019-01-02T20:13:45.000Z,81735818431,,FALSE,FALSE,United Oil Installations,Negotiation/Review,Existing Customer - Upgrade,Good,2019-01-02T20:28:45.000Z
2018-12-03T04:45:08.000Z,81737443121,,TRUE,TRUE,Edge Installation,Closed Won,Existing Customer - Upgrade,Good,2018-12-03T05:00:08.000Z
2019-05-15T22:55:36.000Z,81746854047,,TRUE,TRUE,Edge SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-05-15T23:10:36.000Z
2019-02-18T09:36:59.000Z,81753361822,,TRUE,TRUE,United Oil Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-02-18T09:51:59.000Z
2018-10-27T03:26:41.000Z,81755131403,,TRUE,TRUE,Grand Hotels Generator Installations,Closed Won,Existing Customer - Upgrade,Bad,2018-10-27T03:41:41.000Z
2019-10-09T14:46:52.000Z,81763725065,,TRUE,TRUE,United Oil Refinery Generators,Closed Won,New Customer,Bad,2019-10-09T15:01:52.000Z
2019-06-02T13:49:58.000Z,81764792565,,FALSE,FALSE,University of AZ Installations,Proposal/Price Quote,Existing Customer - Upgrade,Bad,2019-06-02T14:04:58.000Z
2019-07-31T07:37:47.000Z,81766556208,,FALSE,FALSE,Express Logistics SLA,Perception Analysis,Existing Customer - Upgrade,Bad,2019-07-31T07:52:47.000Z
2019-09-14T14:10:29.000Z,81770094367,,TRUE,TRUE,University of AZ SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-09-14T14:25:29.000Z
2019-07-23T23:10:13.000Z,81780591722,,TRUE,FALSE,Burlington Textiles Weaving Plant Generator,Closed Lost,New Customer,Bad,2019-07-23T23:25:13.000Z
2019-03-25T20:42:55.000Z,81781489527,,TRUE,TRUE,United Oil Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-03-25T20:57:55.000Z
2019-01-20T12:05:57.000Z,81782200455,,TRUE,TRUE,United Oil Emergency Generators,Closed Won,Existing Customer - Upgrade,Bad,2019-01-20T12:20:57.000Z
2019-07-01T11:20:50.000Z,81787326196,,TRUE,TRUE,Grand Hotels SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-07-01T11:35:50.000Z
2019-06-05T15:45:30.000Z,81799210183,,TRUE,TRUE,United Oil Standby Generators,Closed Won,Existing Customer - Upgrade,Bad,2019-06-05T16:00:30.000Z
2019-10-15T09:12:57.000Z,81811687830,,TRUE,TRUE,Grand Hotels Emergency Generators,Closed Won,New Customer,Bad,2019-10-15T09:27:57.000Z
2019-07-29T10:04:21.000Z,81841637837,,FALSE,FALSE,United Oil Plant Standby Generators,Needs Analysis,Existing Customer - Upgrade,Bad,2019-07-29T10:19:21.000Z
2019-04-14T08:59:27.000Z,81842296786,,FALSE,FALSE,Dickenson Mobile Generators,Qualification,New Customer,Bad,2019-04-14T09:14:27.000Z
2018-10-19T01:05:50.000Z,81853345357,,FALSE,FALSE,United Oil Office Portable Generators,Negotiation/Review,Existing Customer - Upgrade,Bad,2018-10-19T01:20:50.000Z
2018-12-22T22:27:57.000Z,81861673561,,TRUE,TRUE,Express Logistics Standby Generator,Closed Won,New Customer,Bad,2018-12-22T22:42:57.000Z
2019-07-04T04:56:10.000Z,81868177363,,TRUE,TRUE,GenePoint Standby Generator,Closed Won,New Customer,Bad,2019-07-04T05:11:10.000Z
2019-01-28T14:49:49.000Z,81874925116,,FALSE,FALSE,Grand Hotels Kitchen Generator,Id. Decision Makers,Existing Customer - Upgrade,Bad,2019-01-28T15:04:49.000Z
2019-06-21T02:38:19.000Z,81889857807,,FALSE,FALSE,United Oil Refinery Generators,Proposal/Price Quote,Existing Customer - Upgrade,Bad,2019-06-21T02:53:19.000Z
2018-12-01T10:59:05.000Z,81896114513,,TRUE,TRUE,United Oil SLA,Closed Won,Existing Customer - Upgrade,Bad,2018-12-01T11:14:05.000Z
2019-02-27T23:09:12.000Z,81898843721,,FALSE,FALSE,Grand Hotels Guest Portable Generators,Value Proposition,Existing Customer - Upgrade,Bad,2019-02-27T23:24:12.000Z
2018-12-09T01:42:26.000Z,81900144957,,TRUE,TRUE,Edge Emergency Generator,Closed Won,New Customer,Bad,2018-12-09T01:57:26.000Z
2019-09-17T03:26:59.000Z,81913818515,,TRUE,TRUE,University of AZ Portable Generators,Closed Won,New Customer,Bad,2019-09-17T03:41:59.000Z
2018-12-15T09:50:27.000Z,81924736538,,FALSE,FALSE,Pyramid Emergency Generators,Prospecting,,Good,2018-12-15T10:05:27.000Z
2019-03-16T15:40:17.000Z,81925688647,,FALSE,FALSE,Express Logistics Portable Truck Generators,Value Proposition,Existing Customer - Upgrade,Good,2019-03-16T15:55:17.000Z
2019-08-15T05:27:31.000Z,81931623247,,FALSE,FALSE,GenePoint Lab Generators,Id. Decision Makers,,Good,2019-08-15T05:42:31.000Z
2019-07-06T05:13:56.000Z,81941667328,,TRUE,TRUE,GenePoint SLA,Closed Won,Existing Customer - Upgrade,Good,2019-07-06T05:28:56.000Z
2019-01-10T08:17:27.000Z,81967340015,,FALSE,FALSE,United Oil Installations,Negotiation/Review,Existing Customer - Upgrade,Good,2019-01-10T08:32:27.000Z
2019-05-14T07:54:26.000Z,81967849420,,TRUE,TRUE,Edge Installation,Closed Won,Existing Customer - Upgrade,Good,2019-05-14T08:09:26.000Z
2019-02-19T22:23:09.000Z,81974016210,,TRUE,TRUE,Edge SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-02-19T22:38:09.000Z
2019-02-13T02:15:21.000Z,81977557410,,TRUE,TRUE,United Oil Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-02-13T02:30:21.000Z
2019-06-06T15:34:19.000Z,81987954177,,TRUE,TRUE,Grand Hotels Generator Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-06-06T15:49:19.000Z
2019-01-31T18:20:05.000Z,82034443916,,TRUE,TRUE,United Oil Refinery Generators,Closed Won,New Customer,Bad,2019-01-31T18:35:05.000Z
2019-07-31T10:28:21.000Z,82068329303,,FALSE,FALSE,University of AZ Installations,Proposal/Price Quote,Existing Customer - Upgrade,Bad,2019-07-31T10:43:21.000Z
2019-03-31T22:25:53.000Z,82071186384,,FALSE,FALSE,Express Logistics SLA,Perception Analysis,Existing Customer - Upgrade,Bad,2019-03-31T22:40:53.000Z
2019-01-09T12:29:23.000Z,82072080030,,TRUE,TRUE,University of AZ SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-01-09T12:44:23.000Z
2019-01-12T06:04:22.000Z,82078918991,,TRUE,FALSE,Burlington Textiles Weaving Plant Generator,Closed Lost,New Customer,Bad,2019-01-12T06:19:22.000Z
2019-02-21T23:05:00.000Z,82085043753,,TRUE,TRUE,United Oil Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-02-21T23:20:00.000Z
2019-05-07T10:22:37.000Z,82087363642,,TRUE,TRUE,United Oil Emergency Generators,Closed Won,Existing Customer - Upgrade,Bad,2019-05-07T10:37:37.000Z
2018-12-20T15:34:39.000Z,82089632698,,TRUE,TRUE,Grand Hotels SLA,Closed Won,Existing Customer - Upgrade,Bad,2018-12-20T15:49:39.000Z
2019-03-23T08:22:57.000Z,82097316961,,TRUE,TRUE,United Oil Standby Generators,Closed Won,Existing Customer - Upgrade,Bad,2019-03-23T08:37:57.000Z
2019-06-14T03:49:07.000Z,82105104083,,TRUE,TRUE,Grand Hotels Emergency Generators,Closed Won,New Customer,Bad,2019-06-14T04:04:07.000Z
2019-04-17T22:06:45.000Z,82125764150,,FALSE,FALSE,United Oil Plant Standby Generators,Needs Analysis,Existing Customer - Upgrade,Bad,2019-04-17T22:21:45.000Z
2019-10-10T15:31:10.000Z,82130487910,,FALSE,FALSE,Dickenson Mobile Generators,Qualification,New Customer,Bad,2019-10-10T15:46:10.000Z
2019-09-01T14:27:19.000Z,82130613834,,FALSE,FALSE,United Oil Office Portable Generators,Negotiation/Review,Existing Customer - Upgrade,Bad,2019-09-01T14:42:19.000Z
2018-10-22T17:19:59.000Z,82135286497,,TRUE,TRUE,Express Logistics Standby Generator,Closed Won,New Customer,Bad,2018-10-22T17:34:59.000Z
2019-02-26T07:03:56.000Z,82140804128,,TRUE,TRUE,GenePoint Standby Generator,Closed Won,New Customer,Bad,2019-02-26T07:18:56.000Z
2019-03-06T10:47:38.000Z,82141313433,,FALSE,FALSE,Grand Hotels Kitchen Generator,Id. Decision Makers,Existing Customer - Upgrade,Bad,2019-03-06T11:02:38.000Z
2019-06-09T15:34:25.000Z,82153623122,,FALSE,FALSE,United Oil Refinery Generators,Proposal/Price Quote,Existing Customer - Upgrade,Bad,2019-06-09T15:49:25.000Z
2018-10-24T07:13:49.000Z,82157744348,,TRUE,TRUE,United Oil SLA,Closed Won,Existing Customer - Upgrade,Bad,2018-10-24T07:28:49.000Z
2019-08-05T00:34:05.000Z,82180975343,,FALSE,FALSE,Grand Hotels Guest Portable Generators,Value Proposition,Existing Customer - Upgrade,Bad,2019-08-05T00:49:05.000Z
2019-03-28T20:54:08.000Z,82184751837,,TRUE,TRUE,Edge Emergency Generator,Closed Won,New Customer,Bad,2019-03-28T21:09:08.000Z
2019-10-16T08:54:09.000Z,82193488471,,TRUE,TRUE,University of AZ Portable Generators,Closed Won,New Customer,Bad,2019-10-16T09:09:09.000Z
2019-07-09T05:53:16.000Z,82197112205,,FALSE,FALSE,Pyramid Emergency Generators,Prospecting,,Good,2019-07-09T06:08:16.000Z
2018-12-14T08:09:07.000Z,82198985523,,FALSE,FALSE,Express Logistics Portable Truck Generators,Value Proposition,Existing Customer - Upgrade,Good,2018-12-14T08:24:07.000Z
2019-01-23T22:49:18.000Z,82203130510,,FALSE,FALSE,GenePoint Lab Generators,Id. Decision Makers,,Good,2019-01-23T23:04:18.000Z
2019-10-16T03:57:14.000Z,82206989722,,TRUE,TRUE,GenePoint SLA,Closed Won,Existing Customer - Upgrade,Good,2019-10-16T04:12:14.000Z
2019-01-17T21:24:46.000Z,82214350775,,FALSE,FALSE,United Oil Installations,Negotiation/Review,Existing Customer - Upgrade,Good,2019-01-17T21:39:46.000Z
2019-07-07T08:52:43.000Z,82219340621,,TRUE,TRUE,Edge Installation,Closed Won,Existing Customer - Upgrade,Good,2019-07-07T09:07:43.000Z
2019-01-14T14:14:25.000Z,82221061180,,TRUE,TRUE,Edge SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-01-14T14:29:25.000Z
2019-06-05T23:45:20.000Z,82240195445,,TRUE,TRUE,United Oil Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-06-06T00:00:20.000Z
2018-11-02T23:06:49.000Z,82245485314,,TRUE,TRUE,Grand Hotels Generator Installations,Closed Won,Existing Customer - Upgrade,Bad,2018-11-02T23:21:49.000Z
2019-04-25T11:01:44.000Z,82247387844,,TRUE,TRUE,United Oil Refinery Generators,Closed Won,New Customer,Bad,2019-04-25T11:16:44.000Z
2019-02-05T00:05:17.000Z,82262805017,,FALSE,FALSE,University of AZ Installations,Proposal/Price Quote,Existing Customer - Upgrade,Bad,2019-02-05T00:20:17.000Z
2019-09-03T06:22:07.000Z,82266886426,,FALSE,FALSE,Express Logistics SLA,Perception Analysis,Existing Customer - Upgrade,Bad,2019-09-03T06:37:07.000Z
2019-01-31T18:26:16.000Z,82273464642,,TRUE,TRUE,University of AZ SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-01-31T18:41:16.000Z
2018-11-01T15:36:18.000Z,82276235347,,TRUE,FALSE,Burlington Textiles Weaving Plant Generator,Closed Lost,New Customer,Bad,2018-11-01T15:51:18.000Z
2018-11-30T03:47:10.000Z,82293328980,,TRUE,TRUE,United Oil Installations,Closed Won,Existing Customer - Upgrade,Bad,2018-11-30T04:02:10.000Z
2019-01-24T09:48:12.000Z,82303221331,,TRUE,TRUE,United Oil Emergency Generators,Closed Won,Existing Customer - Upgrade,Bad,2019-01-24T10:03:12.000Z
2018-11-13T00:09:07.000Z,82304241474,,TRUE,TRUE,Grand Hotels SLA,Closed Won,Existing Customer - Upgrade,Bad,2018-11-13T00:24:07.000Z
2019-09-22T20:48:25.000Z,82305102619,,TRUE,TRUE,United Oil Standby Generators,Closed Won,Existing Customer - Upgrade,Bad,2019-09-22T21:03:25.000Z
2019-09-17T03:33:11.000Z,82309173061,,TRUE,TRUE,Grand Hotels Emergency Generators,Closed Won,New Customer,Bad,2019-09-17T03:48:11.000Z
2018-11-19T11:56:45.000Z,82310795249,,FALSE,FALSE,United Oil Plant Standby Generators,Needs Analysis,Existing Customer - Upgrade,Bad,2018-11-19T12:11:45.000Z
2019-06-04T03:04:38.000Z,82319972850,,FALSE,FALSE,Dickenson Mobile Generators,Qualification,New Customer,Bad,2019-06-04T03:19:38.000Z
2019-01-18T11:38:27.000Z,82322529409,,FALSE,FALSE,United Oil Office Portable Generators,Negotiation/Review,Existing Customer - Upgrade,Bad,2019-01-18T11:53:27.000Z
2019-03-15T13:52:21.000Z,82348652246,,TRUE,TRUE,Express Logistics Standby Generator,Closed Won,New Customer,Bad,2019-03-15T14:07:21.000Z
2019-03-20T03:53:40.000Z,82349042839,,TRUE,TRUE,GenePoint Standby Generator,Closed Won,New Customer,Bad,2019-03-20T04:08:40.000Z
2018-10-28T12:21:22.000Z,82349092431,,FALSE,FALSE,Grand Hotels Kitchen Generator,Id. Decision Makers,Existing Customer - Upgrade,Bad,2018-10-28T12:36:22.000Z
2019-04-11T02:56:39.000Z,82367033645,,FALSE,FALSE,United Oil Refinery Generators,Proposal/Price Quote,Existing Customer - Upgrade,Bad,2019-04-11T03:11:39.000Z
2019-03-12T07:19:57.000Z,82371797268,,TRUE,TRUE,United Oil SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-03-12T07:34:57.000Z
2019-05-09T15:01:09.000Z,82372679486,,FALSE,FALSE,Grand Hotels Guest Portable Generators,Value Proposition,Existing Customer - Upgrade,Bad,2019-05-09T15:16:09.000Z
2019-08-24T17:41:33.000Z,82378415944,,TRUE,TRUE,Edge Emergency Generator,Closed Won,New Customer,Bad,2019-08-24T17:56:33.000Z
2019-09-09T09:22:44.000Z,82390933669,,TRUE,TRUE,University of AZ Portable Generators,Closed Won,New Customer,Bad,2019-09-09T09:37:44.000Z
2019-04-19T22:44:00.000Z,82397727792,,FALSE,FALSE,Pyramid Emergency Generators,Prospecting,,Good,2019-04-19T22:59:00.000Z
2019-01-08T20:29:39.000Z,82401248488,,FALSE,FALSE,Express Logistics Portable Truck Generators,Value Proposition,Existing Customer - Upgrade,Good,2019-01-08T20:44:39.000Z
2018-10-25T18:22:47.000Z,82408687907,,FALSE,FALSE,GenePoint Lab Generators,Id. Decision Makers,,Good,2018-10-25T18:37:47.000Z
2019-01-15T17:03:16.000Z,82410359352,,TRUE,TRUE,GenePoint SLA,Closed Won,Existing Customer - Upgrade,Good,2019-01-15T17:18:16.000Z
2019-08-16T04:49:37.000Z,82455069719,,FALSE,FALSE,United Oil Installations,Negotiation/Review,Existing Customer - Upgrade,Good,2019-08-16T05:04:37.000Z
2019-08-06T17:41:44.000Z,82461369459,,TRUE,TRUE,Edge Installation,Closed Won,Existing Customer - Upgrade,Good,2019-08-06T17:56:44.000Z
2019-09-14T09:56:17.000Z,82486594749,,TRUE,TRUE,Edge SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-09-14T10:11:17.000Z
2019-09-24T15:07:32.000Z,82502406961,,TRUE,TRUE,United Oil Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-09-24T15:22:32.000Z
2019-02-07T12:09:47.000Z,82528333336,,TRUE,TRUE,Grand Hotels Generator Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-02-07T12:24:47.000Z
2019-09-23T02:59:27.000Z,82544842098,,TRUE,TRUE,United Oil Refinery Generators,Closed Won,New Customer,Bad,2019-09-23T03:14:27.000Z
2019-02-26T07:52:28.000Z,82554463351,,FALSE,FALSE,University of AZ Installations,Proposal/Price Quote,Existing Customer - Upgrade,Bad,2019-02-26T08:07:28.000Z
2019-06-07T18:03:16.000Z,82554785528,,FALSE,FALSE,Express Logistics SLA,Perception Analysis,Existing Customer - Upgrade,Bad,2019-06-07T18:18:16.000Z
2019-07-12T18:24:13.000Z,82558225723,,TRUE,TRUE,University of AZ SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-07-12T18:39:13.000Z
2019-04-12T12:57:40.000Z,82562058402,,TRUE,FALSE,Burlington Textiles Weaving Plant Generator,Closed Lost,New Customer,Bad,2019-04-12T13:12:40.000Z
2019-07-07T06:57:01.000Z,82573068766,,TRUE,TRUE,United Oil Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-07-07T07:12:01.000Z
2018-12-31T08:08:29.000Z,82579940173,,TRUE,TRUE,United Oil Emergency Generators,Closed Won,Existing Customer - Upgrade,Bad,2018-12-31T08:23:29.000Z
2019-05-28T09:47:01.000Z,82582766778,,TRUE,TRUE,Grand Hotels SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-05-28T10:02:01.000Z
2018-10-20T06:52:21.000Z,82583981112,,TRUE,TRUE,United Oil Standby Generators,Closed Won,Existing Customer - Upgrade,Bad,2018-10-20T07:07:21.000Z
2018-12-16T20:48:37.000Z,82585730720,,TRUE,TRUE,Grand Hotels Emergency Generators,Closed Won,New Customer,Bad,2018-12-16T21:03:37.000Z
2019-07-14T01:30:41.000Z,82588210150,,FALSE,FALSE,United Oil Plant Standby Generators,Needs Analysis,Existing Customer - Upgrade,Bad,2019-07-14T01:45:41.000Z
2019-06-30T12:42:14.000Z,82598780396,,FALSE,FALSE,Dickenson Mobile Generators,Qualification,New Customer,Bad,2019-06-30T12:57:14.000Z
2019-07-30T20:55:04.000Z,82604514819,,FALSE,FALSE,United Oil Office Portable Generators,Negotiation/Review,Existing Customer - Upgrade,Bad,2019-07-30T21:10:04.000Z
2019-07-11T00:28:56.000Z,82605938278,,TRUE,TRUE,Express Logistics Standby Generator,Closed Won,New Customer,Bad,2019-07-11T00:43:56.000Z
2019-07-29T13:39:31.000Z,82608022144,,TRUE,TRUE,GenePoint Standby Generator,Closed Won,New Customer,Bad,2019-07-29T13:54:31.000Z
2018-12-13T02:13:17.000Z,82634507266,,FALSE,FALSE,Grand Hotels Kitchen Generator,Id. Decision Makers,Existing Customer - Upgrade,Bad,2018-12-13T02:28:17.000Z
2019-07-23T10:47:57.000Z,82649695269,,FALSE,FALSE,United Oil Refinery Generators,Proposal/Price Quote,Existing Customer - Upgrade,Bad,2019-07-23T11:02:57.000Z
2019-08-18T19:59:59.000Z,82654305313,,TRUE,TRUE,United Oil SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-08-18T20:14:59.000Z
2019-02-01T08:23:42.000Z,82662277520,,FALSE,FALSE,Grand Hotels Guest Portable Generators,Value Proposition,Existing Customer - Upgrade,Bad,2019-02-01T08:38:42.000Z
2018-11-29T21:43:27.000Z,82673480744,,TRUE,TRUE,Edge Emergency Generator,Closed Won,New Customer,Bad,2018-11-29T21:58:27.000Z
2018-12-03T03:38:44.000Z,82677943102,,TRUE,TRUE,University of AZ Portable Generators,Closed Won,New Customer,Bad,2018-12-03T03:53:44.000Z
2019-09-19T02:46:58.000Z,82684130987,,FALSE,FALSE,Pyramid Emergency Generators,Prospecting,,Good,2019-09-19T03:01:58.000Z
2019-08-27T16:02:19.000Z,82686748590,,FALSE,FALSE,Express Logistics Portable Truck Generators,Value Proposition,Existing Customer - Upgrade,Good,2019-08-27T16:17:19.000Z
2019-09-17T21:22:45.000Z,82709818078,,FALSE,FALSE,GenePoint Lab Generators,Id. Decision Makers,,Good,2019-09-17T21:37:45.000Z
2019-04-17T15:15:44.000Z,82720796484,,TRUE,TRUE,GenePoint SLA,Closed Won,Existing Customer - Upgrade,Good,2019-04-17T15:30:44.000Z
2019-02-19T04:00:22.000Z,82727941322,,FALSE,FALSE,United Oil Installations,Negotiation/Review,Existing Customer - Upgrade,Good,2019-02-19T04:15:22.000Z
2018-12-06T15:51:59.000Z,82729590509,,TRUE,TRUE,Edge Installation,Closed Won,Existing Customer - Upgrade,Good,2018-12-06T16:06:59.000Z
2019-03-12T08:40:18.000Z,82748565429,,TRUE,TRUE,Edge SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-03-12T08:55:18.000Z
2019-03-17T08:05:47.000Z,82749641695,,TRUE,TRUE,United Oil Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-03-17T08:20:47.000Z
2019-06-15T02:36:53.000Z,82756968878,,TRUE,TRUE,Grand Hotels Generator Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-06-15T02:51:53.000Z
2019-08-11T18:49:18.000Z,82767567927,,TRUE,TRUE,United Oil Refinery Generators,Closed Won,New Customer,Bad,2019-08-11T19:04:18.000Z
2019-09-06T02:29:07.000Z,82772943234,,FALSE,FALSE,University of AZ Installations,Proposal/Price Quote,Existing Customer - Upgrade,Bad,2019-09-06T02:44:07.000Z
2019-01-02T17:53:45.000Z,82801790123,,FALSE,FALSE,Express Logistics SLA,Perception Analysis,Existing Customer - Upgrade,Bad,2019-01-02T18:08:45.000Z
2019-03-16T21:08:31.000Z,82805843842,,TRUE,TRUE,University of AZ SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-03-16T21:23:31.000Z
2018-12-13T17:55:32.000Z,82817708229,,TRUE,FALSE,Burlington Textiles Weaving Plant Generator,Closed Lost,New Customer,Bad,2018-12-13T18:10:32.000Z
2019-06-16T04:41:55.000Z,82826672366,,TRUE,TRUE,United Oil Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-06-16T04:56:55.000Z
2019-09-01T15:39:05.000Z,82826777930,,TRUE,TRUE,United Oil Emergency Generators,Closed Won,Existing Customer - Upgrade,Bad,2019-09-01T15:54:05.000Z
2019-02-17T01:57:28.000Z,82882427254,,TRUE,TRUE,Grand Hotels SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-02-17T02:12:28.000Z
2019-05-08T06:50:28.000Z,82888434106,,TRUE,TRUE,United Oil Standby Generators,Closed Won,Existing Customer - Upgrade,Bad,2019-05-08T07:05:28.000Z
2019-09-29T12:19:30.000Z,82892619629,,TRUE,TRUE,Grand Hotels Emergency Generators,Closed Won,New Customer,Bad,2019-09-29T12:34:30.000Z
2019-01-27T05:17:57.000Z,82896623320,,FALSE,FALSE,United Oil Plant Standby Generators,Needs Analysis,Existing Customer - Upgrade,Bad,2019-01-27T05:32:57.000Z
2019-02-18T05:31:14.000Z,82896695223,,FALSE,FALSE,Dickenson Mobile Generators,Qualification,New Customer,Bad,2019-02-18T05:46:14.000Z
2019-08-05T18:13:55.000Z,82905285128,,FALSE,FALSE,United Oil Office Portable Generators,Negotiation/Review,Existing Customer - Upgrade,Bad,2019-08-05T18:28:55.000Z
2019-05-29T01:09:36.000Z,82906264516,,TRUE,TRUE,Express Logistics Standby Generator,Closed Won,New Customer,Bad,2019-05-29T01:24:36.000Z
2018-12-23T23:29:49.000Z,82907355334,,TRUE,TRUE,GenePoint Standby Generator,Closed Won,New Customer,Bad,2018-12-23T23:44:49.000Z
2019-08-15T09:53:32.000Z,82909304659,,FALSE,FALSE,Grand Hotels Kitchen Generator,Id. Decision Makers,Existing Customer - Upgrade,Bad,2019-08-15T10:08:32.000Z
2019-05-18T11:28:32.000Z,82922735540,,FALSE,FALSE,United Oil Refinery Generators,Proposal/Price Quote,Existing Customer - Upgrade,Bad,2019-05-18T11:43:32.000Z
2018-11-02T00:44:13.000Z,82925978024,,TRUE,TRUE,United Oil SLA,Closed Won,Existing Customer - Upgrade,Bad,2018-11-02T00:59:13.000Z
2019-01-15T18:21:21.000Z,82939375028,,FALSE,FALSE,Grand Hotels Guest Portable Generators,Value Proposition,Existing Customer - Upgrade,Bad,2019-01-15T18:36:21.000Z
2019-07-16T06:49:56.000Z,82948730720,,TRUE,TRUE,Edge Emergency Generator,Closed Won,New Customer,Bad,2019-07-16T07:04:56.000Z
2019-07-06T21:08:14.000Z,82955558093,,TRUE,TRUE,University of AZ Portable Generators,Closed Won,New Customer,Bad,2019-07-06T21:23:14.000Z
2019-02-22T23:31:06.000Z,82957976245,,FALSE,FALSE,Pyramid Emergency Generators,Prospecting,,Good,2019-02-22T23:46:06.000Z
2019-01-14T07:38:40.000Z,82957985194,,FALSE,FALSE,Express Logistics Portable Truck Generators,Value Proposition,Existing Customer - Upgrade,Good,2019-01-14T07:53:40.000Z
2019-08-24T04:34:59.000Z,82962384082,,FALSE,FALSE,GenePoint Lab Generators,Id. Decision Makers,,Good,2019-08-24T04:49:59.000Z
2019-09-09T08:41:26.000Z,82983354871,,TRUE,TRUE,GenePoint SLA,Closed Won,Existing Customer - Upgrade,Good,2019-09-09T08:56:26.000Z
2019-03-27T06:26:32.000Z,82994648195,,FALSE,FALSE,United Oil Installations,Negotiation/Review,Existing Customer - Upgrade,Good,2019-03-27T06:41:32.000Z
2019-02-24T06:13:34.000Z,82998570022,,TRUE,TRUE,Edge Installation,Closed Won,Existing Customer - Upgrade,Good,2019-02-24T06:28:34.000Z
2019-03-22T04:10:13.000Z,83005600033,,TRUE,TRUE,Edge SLA,Closed Won,Existing Customer - Upgrade,Bad,2019-03-22T04:25:13.000Z
2019-01-09T06:43:58.000Z,83016713268,,TRUE,TRUE,United Oil Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-01-09T06:58:58.000Z
2019-03-21T00:09:29.000Z,83018473468,,TRUE,TRUE,Grand Hotels Generator Installations,Closed Won,Existing Customer - Upgrade,Bad,2019-03-21T00:24:29.000Z
